1,6.701563863265552
2,13.529934666214706
3,10.234330813605046
4,9.375397466353514
5,7.512575421338667
6,13.614784504863144
7,12.854467398729055
8,18.11077412511592
9,16.912219362155298
10,16.098395407860416
11,14.65256888138645
12,19.45251143956298
13,18.413918665100056
14,13.52860460968889
15,22.502503426289962
16,20.962938215171363
17,23.038282241113755
18,22.86683852519434
19,27.987845438309144
20,24.967248800947704
21,24.476196525199096
22,24.773207861954827
23,28.68228266514979
24,27.7953035847955
25,34.418335104511655
26,30.088444269741956
27,36.99615561848845
28,36.8208411967661
29,30.374097223790823
30,32.891041256281824
31,37.38842821890083
32,45.18070612041471
33,38.143388603717085
34,38.90115518472454
35,36.442109795552156
36,35.06337483063233
37,38.30846705920033
38,50.85958776570246
39,48.58599869077217
40,43.87745163250129
41,44.15223316675128
42,50.19233419610605
43,48.928326526837665
44,51.17127047801032
45,48.752117707833264
46,50.85089564029473
47,45.99788124958087
48,49.01210195888554
49,59.236911840548025
50,59.00453459990101
